var1,var2,var3,var4,var5,var6,var7,var8,monto,no pago
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
A,b,A,A,A,b,A,A,1,1
A,c,A,A,A,c,A,A,1,1
A,a,A,A,A,a,A,A,1,1
A,b,A,A,A,b,A,A,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
S,b,S,S,S,b,S,S,1,1
S,c,S,S,S,c,S,S,1,1
S,a,S,S,S,a,S,S,1,1
