valor1,valor2,valor3,valor4,valor5,valor6,valor7,monto,no pago
S,sergio,Y,Y,9,z,9,1,1
S,pepe,T,T,0,x,0,1,1
S,pepe,T,T,9,c,9,1,1
A,sergio,T,T,12,v,12,1,1
S,jojo,U,U,11,b,11,1,1
S,pepe,U,U,23,n,23,1,1
A,pepe,U,U,21,m,21,1,1
A,pepe,T,T,2,q,2,1,1
A,sergio,Y,Y,21,w,21,1,1
A,jojo,T,T,54,e,54,1,1
S,jojo,T,T,56,r,56,1,1
S,pepe,U,U,76,t,76,1,1
S,pepe,U,U,78,y,78,1,1
S,pepe,U,U,98,u,98,1,1
S,pepe,T,T,76,i,76,1,1
S,pepe,Y,Y,54,o,54,1,1
A,pepe,Y,Y,32,p,32,1,1
A,pepe,Y,Y,34,l,34,1,1
A,pepe,Y,Y,56,k,56,1,1
A,pepe,Y,Y,7,j,7,1,1
A,pepe,Y,Y,8,h,8,1,1
A,pepe,T,T,9,g,9,1,1
A,sergio,Y,Y,8,f,8,1,1
A,jojo,U,U,7,d,7,1,1
S,jojo,Y,Y,6,s,6,1,1
S,jojo,T,T,5,a,5,1,1
S,sergio,Y,Y,4,z,4,1,1
S,pepe,T,T,3,x,3,1,1
S,pepe,T,T,2,c,2,1,1
A,sergio,T,T,1,v,1,1,1
S,jojo,U,U,2,b,2,1,1
S,pepe,U,U,3,n,3,1,1
A,pepe,U,U,4,m,4,1,1
A,pepe,T,T,5,q,5,1,1
A,sergio,Y,Y,6,w,6,1,1
A,jojo,T,T,7,e,7,1,1
S,jojo,T,T,7,r,7,1,1
S,pepe,U,U,77,t,77,1,1
S,pepe,U,U,56,y,56,1,1
S,pepe,U,U,54,u,54,1,1
S,pepe,T,T,34,i,34,1,1
S,pepe,Y,Y,32,o,32,1,1
A,pepe,Y,Y,14,p,14,1,1
A,pepe,Y,Y,16,l,16,1,1
A,pepe,Y,Y,18,k,18,1,1
A,pepe,Y,Y,19,j,19,1,1
A,pepe,Y,Y,43,h,43,1,1
A,pepe,Y,Y,1,g,1,1,1
A,pepe,T,T,2,f,2,1,1
A,sergio,Y,Y,3,d,3,1,1
A,jojo,U,U,4,s,4,1,1
S,jojo,Y,Y,5,a,5,1,1
S,jojo,T,T,6,z,6,1,1
S,sergio,Y,Y,7,x,7,1,1
S,pepe,T,T,6,c,6,1,1
S,pepe,T,T,5,v,5,1,1
A,sergio,T,T,4,b,4,1,1
S,jojo,U,U,3,n,3,1,1
S,pepe,U,U,2,q,2,1,1
A,pepe,U,U,1,w,1,1,1
A,pepe,T,T,2,e,2,1,1
A,sergio,Y,Y,3,r,3,1,1
A,jojo,T,T,4,t,4,1,1
S,jojo,T,T,5,y,5,1,1
S,pepe,U,U,6,u,6,1,1
S,pepe,U,U,7,i,7,1,1
S,pepe,U,U,8,o,8,1,1
S,pepe,T,T,9,p,9,1,1
S,pepe,Y,Y,0,l,0,1,1
A,pepe,Y,Y,9,k,9,1,1
A,pepe,Y,Y,12,j,12,1,1
A,pepe,Y,Y,11,h,11,1,1
A,pepe,Y,Y,23,g,23,1,1
A,pepe,Y,Y,21,f,21,1,1
A,pepe,Y,Y,2,d,2,1,1
A,pepe,T,T,21,s,21,1,1
A,sergio,Y,Y,54,a,54,1,1
A,jojo,U,U,56,z,56,1,1
S,jojo,Y,Y,76,x,76,1,1
S,jojo,T,T,78,c,78,1,1
S,sergio,Y,Y,98,v,98,1,1
S,pepe,T,T,76,b,76,1,1
S,pepe,T,T,54,n,54,1,1
A,sergio,T,T,32,q,32,1,1
S,jojo,U,U,34,w,34,1,1
S,pepe,U,U,56,e,56,1,1
A,pepe,U,U,7,r,7,1,1
A,pepe,T,T,8,t,8,1,1
A,sergio,Y,Y,9,y,9,1,1
A,jojo,T,T,8,u,8,1,1
S,jojo,T,T,7,i,7,1,1
S,pepe,U,U,6,o,6,1,1
S,pepe,U,U,5,p,5,1,1
S,pepe,U,U,4,l,4,1,1
S,pepe,T,T,3,k,3,1,1
S,pepe,Y,Y,2,j,2,1,1
A,pepe,Y,Y,1,h,1,1,1
A,pepe,Y,Y,2,g,2,1,1
A,pepe,Y,Y,3,f,3,1,1
A,pepe,Y,Y,4,d,4,1,1
A,pepe,Y,Y,5,s,5,1,1
A,pepe,Y,Y,6,a,6,1,1
A,pepe,T,T,7,z,7,1,1
A,sergio,Y,Y,7,x,7,1,1
A,jojo,U,U,77,c,77,1,1
S,jojo,Y,Y,56,v,56,1,1
S,jojo,T,T,54,b,54,1,1
S,sergio,Y,Y,34,n,34,1,1
S,pepe,T,T,32,q,32,1,1
S,pepe,T,T,14,w,14,1,1
A,sergio,T,T,16,e,16,1,1
S,jojo,U,U,18,r,18,1,1
S,pepe,U,U,19,t,19,1,1
A,pepe,U,U,1,y,1,1,1
A,pepe,T,T,2,u,2,1,1
A,sergio,Y,Y,3,i,3,1,1
A,jojo,T,T,4,o,4,1,1
S,jojo,T,T,5,p,5,1,1
S,pepe,U,U,6,l,6,1,1
S,pepe,U,U,7,k,7,1,1
S,pepe,U,U,6,j,6,1,1
S,pepe,T,T,5,h,5,1,1
S,pepe,Y,Y,4,g,4,1,1
A,pepe,Y,Y,3,f,3,1,1
A,pepe,Y,Y,2,d,2,1,1
A,pepe,Y,Y,1,s,1,1,1
A,pepe,Y,Y,2,a,2,1,1
A,pepe,Y,Y,3,z,3,1,1
A,pepe,T,T,4,x,4,1,1
A,sergio,Y,Y,5,c,5,1,1
A,jojo,U,U,6,v,6,1,1
S,jojo,Y,Y,7,b,7,1,1
S,jojo,T,T,8,n,8,1,1
S,sergio,Y,Y,9,q,9,1,1
S,pepe,T,T,0,w,0,1,1
S,pepe,T,T,9,e,9,1,1
A,sergio,T,T,12,r,12,1,1
S,jojo,U,U,11,t,11,1,1
S,pepe,U,U,23,y,23,1,1
A,pepe,U,U,21,u,21,1,1
A,pepe,T,T,2,i,2,1,1
A,sergio,Y,Y,21,o,21,1,1
A,jojo,T,T,54,p,54,1,1
S,jojo,T,T,56,l,56,1,1
S,pepe,U,U,76,k,76,1,1
S,pepe,U,U,78,j,78,1,1
S,pepe,U,U,98,h,98,1,1
S,pepe,T,T,76,g,76,1,1
S,pepe,Y,Y,54,f,54,1,1
A,pepe,Y,Y,32,d,32,1,1
A,pepe,Y,Y,34,s,34,1,1
A,pepe,Y,Y,56,a,56,1,1
A,pepe,Y,Y,7,z,7,1,1
A,pepe,Y,Y,8,x,8,1,1
A,pepe,Y,Y,9,c,9,1,1
A,pepe,T,T,8,v,8,1,1
A,sergio,Y,Y,7,b,7,1,1
A,jojo,U,U,6,n,6,1,1
S,jojo,Y,Y,5,q,5,1,1
S,jojo,T,T,4,w,4,1,1
S,sergio,Y,Y,3,e,3,1,1
S,pepe,T,T,2,r,2,1,1
S,pepe,T,T,1,t,1,1,1
A,sergio,T,T,2,y,2,1,1
S,jojo,U,U,3,u,3,1,1
S,pepe,U,U,4,i,4,1,1
A,pepe,U,U,5,o,5,1,1
A,pepe,T,T,6,p,6,1,1
A,sergio,Y,Y,7,l,7,1,1
A,jojo,T,T,7,k,7,1,1
S,jojo,T,T,77,j,77,1,1
S,pepe,U,U,56,h,56,1,1
S,pepe,U,U,54,g,54,1,1
S,pepe,U,U,34,f,34,1,1
S,pepe,T,T,32,d,32,1,1
S,pepe,Y,Y,14,s,14,1,1
A,pepe,Y,Y,16,a,16,1,1
A,pepe,Y,Y,18,z,18,1,1
A,pepe,Y,Y,19,x,19,1,1
A,pepe,Y,Y,1,c,1,1,1
A,pepe,Y,Y,2,v,2,1,1
A,pepe,Y,Y,3,b,3,1,1
A,pepe,T,T,4,n,4,1,1
A,sergio,Y,Y,5,q,5,1,1
A,jojo,U,U,6,w,6,1,1
S,jojo,Y,Y,7,e,7,1,1
S,jojo,T,T,6,r,6,1,1
S,sergio,Y,Y,5,t,5,1,1
S,pepe,T,T,4,y,4,1,1
S,pepe,T,T,3,u,3,1,1
A,sergio,T,T,2,i,2,1,1
S,jojo,U,U,1,o,1,1,1
S,pepe,U,U,2,p,2,1,1
A,pepe,U,U,3,l,3,1,1
A,pepe,T,T,4,k,4,1,1
A,sergio,Y,Y,5,j,5,1,1
A,jojo,T,T,6,h,6,1,1
S,jojo,T,T,7,g,7,1,1
S,pepe,U,U,8,f,8,1,1
S,pepe,U,U,9,d,9,1,1
S,pepe,U,U,0,s,0,1,1
S,pepe,T,T,9,a,9,1,1
S,pepe,Y,Y,12,z,12,1,1
A,pepe,Y,Y,11,x,11,1,1
A,pepe,Y,Y,23,c,23,1,1
A,pepe,Y,Y,21,v,21,1,1
A,pepe,Y,Y,2,b,2,1,1
A,pepe,Y,Y,21,n,21,1,1
A,pepe,Y,Y,54,q,54,1,1
A,pepe,T,T,56,w,56,1,1
A,sergio,Y,Y,76,e,76,1,1
A,jojo,U,U,78,r,78,1,1
S,jojo,Y,Y,98,t,98,1,1
S,jojo,T,T,76,y,76,1,1
S,sergio,Y,Y,54,u,54,1,1
S,pepe,T,T,32,i,32,1,1
S,pepe,T,T,34,o,34,1,1
A,sergio,T,T,56,p,56,1,1
S,jojo,U,U,7,l,7,1,1
S,pepe,U,U,8,k,8,1,1
A,pepe,U,U,9,j,9,1,1
A,pepe,T,T,8,h,8,1,1
A,sergio,Y,Y,7,g,7,1,1
A,jojo,T,T,6,f,6,1,1
S,jojo,T,T,5,d,5,1,1
S,pepe,U,U,4,s,4,1,1
S,pepe,U,U,3,a,3,1,1
S,pepe,U,U,2,z,2,1,1
S,pepe,T,T,1,x,1,1,1
S,pepe,Y,Y,2,c,2,1,1
A,pepe,Y,Y,3,v,3,1,1
A,pepe,Y,Y,4,b,4,1,1
A,pepe,Y,Y,5,n,5,1,1
A,pepe,Y,Y,6,q,6,1,1
A,pepe,Y,Y,7,w,7,1,1
A,pepe,Y,Y,7,e,7,1,1
A,pepe,T,T,77,r,77,1,1
A,sergio,Y,Y,56,t,56,1,1
A,jojo,U,U,54,y,54,1,1
S,jojo,Y,Y,34,u,34,1,1
S,jojo,T,T,32,i,32,1,1
S,sergio,Y,Y,14,o,14,1,1
S,pepe,T,T,16,p,16,1,1
S,pepe,T,T,18,l,18,1,1
A,sergio,T,T,19,k,19,1,1
S,jojo,U,U,1,j,1,1,1
S,pepe,U,U,2,h,2,1,1
A,pepe,U,U,3,g,3,1,1
A,pepe,T,T,4,f,4,1,1
A,sergio,Y,Y,5,d,5,1,1
A,jojo,T,T,6,s,6,1,1
S,jojo,T,T,7,a,7,1,1
S,pepe,U,U,6,z,6,1,1
S,pepe,U,U,5,x,5,1,1
S,pepe,U,U,4,c,4,1,1
S,pepe,T,T,3,v,3,1,1
S,pepe,Y,Y,2,b,2,1,1
A,pepe,Y,Y,1,n,1,1,1
A,pepe,Y,Y,2,q,2,1,1
A,pepe,Y,Y,3,w,3,1,1
A,pepe,Y,Y,4,e,4,1,1
A,pepe,Y,Y,5,r,5,1,1
A,pepe,T,T,6,t,6,1,1
A,sergio,Y,Y,7,y,7,1,1
A,jojo,U,U,8,u,8,1,1
S,jojo,Y,Y,9,i,9,1,1
S,jojo,T,T,0,o,0,1,1
S,sergio,Y,Y,9,p,9,1,1
S,pepe,T,T,12,l,12,1,1
S,pepe,T,T,11,k,11,1,1
A,sergio,T,T,23,j,23,1,1
S,jojo,U,U,21,h,21,1,1
S,pepe,U,U,2,g,2,1,1
A,pepe,U,U,21,f,21,1,1
A,pepe,T,T,54,d,54,1,1
A,sergio,Y,Y,56,s,56,1,1
A,jojo,T,T,76,a,76,1,1
S,jojo,T,T,78,z,78,1,1
S,pepe,U,U,98,x,98,1,1
S,pepe,U,U,76,c,76,1,1
S,pepe,U,U,54,v,54,1,1
S,pepe,T,T,32,b,32,1,1
S,pepe,Y,Y,34,n,34,1,1
A,pepe,Y,Y,56,q,56,1,1
A,pepe,Y,Y,7,w,7,1,1
A,pepe,Y,Y,8,e,8,1,1
A,pepe,Y,Y,9,r,9,1,1
A,pepe,Y,Y,8,t,8,1,1
A,pepe,Y,Y,7,y,7,1,1
A,pepe,T,T,6,u,6,1,1
A,sergio,Y,Y,5,i,5,1,1
A,jojo,U,U,4,o,4,1,1
S,jojo,Y,Y,3,p,3,1,1
S,jojo,T,T,2,l,2,1,1
S,sergio,Y,Y,1,k,1,1,1
S,pepe,T,T,2,j,2,1,1
S,pepe,T,T,3,h,3,1,1
A,sergio,T,T,4,g,4,1,1
S,jojo,U,U,5,f,5,1,1
S,pepe,U,U,6,d,6,1,1
A,pepe,U,U,7,s,7,1,1
A,pepe,T,T,7,a,7,1,1
A,sergio,Y,Y,77,z,77,1,1
A,jojo,T,T,56,x,56,1,1
S,jojo,T,T,54,c,54,1,1
S,pepe,U,U,34,v,34,1,1
S,pepe,U,U,32,b,32,1,1
S,pepe,U,U,14,n,14,1,1
S,pepe,T,T,16,q,16,1,1
S,pepe,Y,Y,18,w,18,1,1
A,pepe,Y,Y,19,e,19,1,1
A,pepe,Y,Y,1,r,1,1,1
A,pepe,Y,Y,2,t,2,1,1
A,pepe,Y,Y,3,y,3,1,1
A,pepe,Y,Y,4,u,4,1,1
A,pepe,Y,Y,5,i,5,1,1
A,pepe,T,T,6,o,6,1,1
A,sergio,Y,Y,7,p,7,1,1
A,jojo,U,U,6,l,6,1,1
S,jojo,Y,Y,5,k,5,1,1
S,jojo,T,T,4,j,4,1,1
S,sergio,Y,Y,3,h,3,1,1
S,pepe,T,T,2,g,2,1,1
S,pepe,T,T,1,f,1,1,1
A,sergio,T,T,2,d,2,1,1
S,jojo,U,U,3,s,3,1,1
S,pepe,U,U,4,a,4,1,1
A,pepe,U,U,5,z,5,1,1
A,pepe,T,T,6,x,6,1,1
A,sergio,Y,Y,7,c,7,1,1
A,jojo,T,T,8,v,8,1,1
S,jojo,T,T,9,b,9,1,1
S,pepe,U,U,0,n,0,1,1
S,pepe,U,U,9,q,9,1,1
S,pepe,U,U,12,w,12,1,1
S,pepe,T,T,11,e,11,1,1
S,pepe,Y,Y,23,r,23,1,1
A,pepe,Y,Y,21,t,21,1,1
A,pepe,Y,Y,2,y,2,1,1
A,pepe,Y,Y,21,u,21,1,1
A,pepe,Y,Y,54,i,54,1,1
A,pepe,Y,Y,56,o,56,1,1
A,pepe,Y,Y,76,p,76,1,1
A,pepe,T,T,78,l,78,1,1
A,sergio,Y,Y,98,k,98,1,1
A,jojo,U,U,76,j,76,1,1
S,jojo,Y,Y,54,h,54,1,1
S,jojo,T,T,32,g,32,1,1
S,sergio,Y,Y,34,f,34,1,1
S,pepe,T,T,56,d,56,1,1
S,pepe,T,T,7,s,7,1,1
A,sergio,T,T,8,a,8,1,1
S,jojo,U,U,9,z,9,1,1
S,pepe,U,U,8,x,8,1,1
A,pepe,U,U,7,c,7,1,1
A,pepe,T,T,6,v,6,1,1
A,sergio,Y,Y,5,b,5,1,1
A,jojo,T,T,4,n,4,1,1
S,jojo,T,T,3,q,3,1,1
S,pepe,U,U,2,w,2,1,1
S,pepe,U,U,1,e,1,1,1
S,pepe,U,U,2,r,2,1,1
S,pepe,T,T,3,t,3,1,1
S,pepe,Y,Y,4,y,4,1,1
A,pepe,Y,Y,5,u,5,1,1
A,pepe,Y,Y,6,i,6,1,1
A,pepe,Y,Y,7,o,7,1,1
A,pepe,Y,Y,7,p,7,1,1
A,pepe,Y,Y,77,l,77,1,1
A,pepe,Y,Y,56,k,56,1,1
A,pepe,T,T,54,j,54,1,1
A,sergio,Y,Y,34,h,34,1,1
A,jojo,U,U,32,g,32,1,1
S,jojo,Y,Y,14,f,14,1,1
S,jojo,T,T,16,d,16,1,1
S,sergio,Y,Y,18,s,18,1,1
S,pepe,T,T,19,a,19,1,1
S,pepe,T,T,1,z,1,1,1
A,sergio,T,T,2,x,2,1,1
S,jojo,U,U,3,c,3,1,1
S,pepe,U,U,4,v,4,1,1
A,pepe,U,U,5,b,5,1,1
A,pepe,T,T,6,n,6,1,1
A,sergio,Y,Y,7,q,7,1,1
A,jojo,T,T,6,w,6,1,1
S,jojo,T,T,5,e,5,1,1
S,pepe,U,U,4,r,4,1,1
S,pepe,U,U,3,t,3,1,1
S,pepe,U,U,2,y,2,1,1
S,pepe,T,T,1,u,1,1,1
S,pepe,Y,Y,2,i,2,1,1
A,pepe,Y,Y,3,o,3,1,1
A,pepe,Y,Y,4,p,4,1,1
A,pepe,Y,Y,5,l,5,1,1
A,pepe,Y,Y,6,k,6,1,1
A,pepe,Y,Y,7,j,7,1,1
A,pepe,T,T,8,h,8,1,1
A,sergio,Y,Y,9,g,9,1,1
A,jojo,U,U,0,f,0,1,1
S,jojo,Y,Y,9,d,9,1,1
S,jojo,T,T,12,s,12,1,1
S,sergio,Y,Y,11,a,11,1,1
S,pepe,T,T,23,z,23,1,1
S,pepe,T,T,21,x,21,1,1
A,sergio,T,T,2,c,2,1,1
S,jojo,U,U,21,v,21,1,1
S,pepe,U,U,54,b,54,1,1
A,pepe,U,U,56,n,56,1,1
A,pepe,T,T,76,m,76,1,1
A,sergio,Y,Y,78,q,78,1,1
A,jojo,T,T,98,w,98,1,1
S,jojo,T,T,76,e,76,1,1
S,pepe,U,U,54,r,54,1,1
S,pepe,U,U,32,t,32,1,1
S,pepe,U,U,34,y,34,1,1
S,pepe,T,T,56,u,56,1,1
S,pepe,Y,Y,7,i,7,1,1
A,pepe,Y,Y,8,o,8,1,1
A,pepe,Y,Y,9,p,9,1,1
A,pepe,Y,Y,8,l,8,1,1
A,pepe,Y,Y,7,k,7,1,1
A,pepe,Y,Y,6,j,6,1,1
A,pepe,Y,Y,5,h,5,1,1
A,pepe,T,T,4,g,4,1,1
A,sergio,Y,Y,3,f,3,1,1
A,jojo,U,U,2,d,2,1,1
S,jojo,Y,Y,1,s,1,1,1
S,jojo,T,T,2,a,2,1,1
S,sergio,Y,Y,3,z,3,1,1
S,pepe,T,T,4,x,4,1,1
S,pepe,T,T,5,c,5,1,1
A,sergio,T,T,6,v,6,1,1
S,jojo,U,U,7,b,7,1,1
S,pepe,U,U,7,n,7,1,1
A,pepe,U,U,77,m,77,1,1
A,pepe,T,T,56,q,56,1,1
A,sergio,Y,Y,54,w,54,1,1
A,jojo,T,T,34,e,34,1,1
S,jojo,T,T,32,r,32,1,1
S,pepe,U,U,14,t,14,1,1
S,pepe,U,U,16,y,16,1,1
S,pepe,U,U,18,u,18,1,1
S,pepe,T,T,19,i,19,1,1
S,pepe,Y,Y,1,o,1,1,1
A,pepe,Y,Y,2,p,2,1,1
A,pepe,Y,Y,3,l,3,1,1
A,pepe,Y,Y,4,k,4,1,1
A,pepe,Y,Y,5,j,5,1,1
A,pepe,Y,Y,6,h,6,1,1
A,pepe,Y,Y,7,g,7,1,1
A,pepe,T,T,6,f,6,1,1
A,sergio,Y,Y,5,d,5,1,1
A,jojo,U,U,4,s,4,1,1
S,jojo,Y,Y,3,a,3,1,1
S,jojo,T,T,2,z,2,1,1
S,sergio,Y,Y,1,x,1,1,1
S,pepe,T,T,2,c,2,1,1
S,pepe,T,T,3,v,3,1,1
A,sergio,T,T,4,b,4,1,1
S,jojo,U,U,5,n,5,1,1
S,pepe,U,U,6,q,6,1,1
A,pepe,U,U,7,w,7,1,1
A,pepe,T,T,8,e,8,1,1
A,sergio,Y,Y,9,r,9,1,1
A,jojo,T,T,0,t,0,1,1
S,jojo,T,T,9,y,9,1,1
S,pepe,U,U,12,u,12,1,1
S,pepe,U,U,11,i,11,1,1
S,pepe,U,U,23,o,23,1,1
S,pepe,T,T,21,p,21,1,1
S,pepe,Y,Y,2,l,2,1,1
A,pepe,Y,Y,21,k,21,1,1
A,pepe,Y,Y,54,j,54,1,1
A,pepe,Y,Y,56,h,56,1,1
A,pepe,Y,Y,76,g,76,1,1
A,pepe,Y,Y,78,f,78,1,1
A,pepe,Y,Y,98,d,98,1,1
A,pepe,T,T,76,s,76,1,1
A,sergio,Y,Y,54,a,54,1,1
A,jojo,U,U,32,z,32,1,1
S,jojo,Y,Y,34,x,34,1,1
S,jojo,T,T,56,c,56,1,1
S,sergio,Y,Y,7,v,7,1,1
S,pepe,T,T,8,b,8,1,1
S,pepe,T,T,9,n,9,1,1
A,sergio,T,T,8,q,8,1,1
S,jojo,U,U,7,w,7,1,1
S,pepe,U,U,6,e,6,1,1
A,pepe,U,U,5,r,5,1,1
A,pepe,T,T,4,t,4,1,1
A,sergio,Y,Y,3,y,3,1,1
A,jojo,T,T,2,u,2,1,1
S,jojo,T,T,1,i,1,1,1
S,pepe,U,U,2,o,2,1,1
S,pepe,U,U,3,p,3,1,1
S,pepe,U,U,4,l,4,1,1
S,pepe,T,T,5,k,5,1,1
S,pepe,Y,Y,6,j,6,1,1
A,pepe,Y,Y,7,h,7,1,1
A,pepe,Y,Y,7,g,7,1,1
A,pepe,Y,Y,77,f,77,1,1
A,pepe,Y,Y,56,d,56,1,1
A,pepe,Y,Y,54,s,54,1,1
A,pepe,Y,Y,34,a,34,1,1
A,pepe,T,T,32,z,32,1,1
A,sergio,Y,Y,14,x,14,1,1
A,jojo,U,U,16,c,16,1,1
S,jojo,Y,Y,18,v,18,1,1
S,jojo,T,T,19,b,19,1,1
S,sergio,Y,Y,43,n,43,1,1
S,pepe,T,T,1,q,1,1,1
S,pepe,T,T,2,w,2,1,1
A,sergio,T,T,3,e,3,1,1
S,jojo,U,U,4,r,4,1,1
S,pepe,U,U,5,t,5,1,1
A,pepe,U,U,6,y,6,1,1
A,pepe,T,T,7,u,7,1,1
A,sergio,Y,Y,6,i,6,1,1
A,jojo,T,T,5,o,5,1,1
S,jojo,T,T,4,p,4,1,1
S,pepe,U,U,3,l,3,1,1
S,pepe,U,U,2,k,2,1,1
S,pepe,U,U,1,j,1,1,1
S,pepe,T,T,2,h,2,1,1
S,pepe,Y,Y,3,g,3,1,1
A,pepe,Y,Y,4,f,4,1,1
A,pepe,Y,Y,5,d,5,1,1
A,pepe,Y,Y,6,s,6,1,1
A,pepe,Y,Y,7,a,7,1,1
A,pepe,Y,Y,8,z,8,1,1
A,pepe,T,T,9,x,9,1,1
A,sergio,Y,Y,0,c,0,1,1
A,jojo,U,U,9,v,9,1,1
S,jojo,Y,Y,12,b,12,1,1
S,jojo,T,T,11,n,11,1,1
S,sergio,Y,Y,23,q,23,1,1
S,pepe,T,T,21,w,21,1,1
S,pepe,T,T,2,e,2,1,1
A,sergio,T,T,21,r,21,1,1
S,jojo,U,U,54,t,54,1,1
S,pepe,U,U,56,y,56,1,1
A,pepe,U,U,76,u,76,1,1
A,pepe,T,T,78,i,78,1,1
A,sergio,Y,Y,98,o,98,1,1
A,jojo,T,T,76,p,76,1,1
S,jojo,T,T,54,l,54,1,1
S,pepe,U,U,32,k,32,1,1
S,pepe,U,U,34,j,34,1,1
S,pepe,U,U,56,h,56,1,1
S,pepe,T,T,7,g,7,1,1
S,pepe,Y,Y,8,f,8,1,1
A,pepe,Y,Y,9,d,9,1,1
A,pepe,Y,Y,8,s,8,1,1
A,pepe,Y,Y,7,a,7,1,1
A,pepe,Y,Y,6,z,6,1,1
A,pepe,Y,Y,5,x,5,1,1
A,pepe,Y,Y,4,c,4,1,1
A,pepe,T,T,3,v,3,1,1
A,sergio,Y,Y,2,b,2,1,1
A,jojo,U,U,1,n,1,1,1
S,jojo,Y,Y,2,q,2,1,1
S,jojo,T,T,3,w,3,1,1
S,sergio,Y,Y,4,e,4,1,1
S,pepe,T,T,5,r,5,1,1
S,pepe,T,T,6,t,6,1,1
A,sergio,T,T,7,y,7,1,1
S,jojo,U,U,7,u,7,1,1
S,pepe,U,U,77,i,77,1,1
A,pepe,U,U,56,o,56,1,1
A,pepe,T,T,54,p,54,1,1
A,sergio,Y,Y,34,l,34,1,1
A,jojo,T,T,32,k,32,1,1
S,jojo,T,T,14,j,14,1,1
S,pepe,U,U,16,h,16,1,1
S,pepe,U,U,18,g,18,1,1
S,pepe,U,U,19,f,19,1,1
S,pepe,T,T,1,d,1,1,1
S,pepe,Y,Y,2,s,2,1,1
A,pepe,Y,Y,3,a,3,1,1
A,pepe,Y,Y,4,z,4,1,1
A,pepe,Y,Y,5,x,5,1,1
A,pepe,Y,Y,6,c,6,1,1
A,pepe,Y,Y,7,v,7,1,1
A,pepe,Y,Y,6,b,6,1,1
A,pepe,T,T,5,n,5,1,1
A,sergio,Y,Y,4,q,4,1,1
A,jojo,U,U,3,w,3,1,1
S,jojo,Y,Y,2,e,2,1,1
S,jojo,T,T,1,r,1,1,1
S,sergio,Y,Y,2,t,2,1,1
S,pepe,T,T,3,y,3,1,1
S,pepe,T,T,4,u,4,1,1
A,sergio,T,T,5,i,5,1,1
S,jojo,U,U,6,o,6,1,1
S,pepe,U,U,7,p,7,1,1
A,pepe,U,U,8,l,8,1,1
A,pepe,T,T,9,k,9,1,1
A,sergio,Y,Y,0,j,0,1,1
A,jojo,T,T,9,h,9,1,1
S,jojo,T,T,12,g,12,1,1
S,pepe,U,U,11,f,11,1,1
S,pepe,U,U,23,d,23,1,1
S,pepe,U,U,21,s,21,1,1
S,pepe,T,T,2,a,2,1,1
S,pepe,Y,Y,21,z,21,1,1
A,pepe,Y,Y,54,x,54,1,1
A,pepe,Y,Y,56,c,56,1,1
A,pepe,Y,Y,76,v,76,1,1
A,pepe,Y,Y,78,b,78,1,1
A,pepe,Y,Y,98,n,98,1,1
A,pepe,Y,Y,76,q,76,1,1
A,pepe,T,T,54,w,54,1,1
A,sergio,Y,Y,32,e,32,1,1
A,jojo,U,U,34,r,34,1,1
S,jojo,Y,Y,56,t,56,1,1
S,jojo,T,T,7,y,7,1,1
S,sergio,Y,Y,8,u,8,1,1
S,pepe,T,T,9,i,9,1,1
S,pepe,T,T,8,o,8,1,1
A,sergio,T,T,7,p,7,1,1
S,jojo,U,U,6,l,6,1,1
S,pepe,U,U,5,k,5,1,1
A,pepe,U,U,4,j,4,1,1
A,pepe,T,T,3,h,3,1,1
A,sergio,Y,Y,2,g,2,1,1
A,jojo,T,T,1,f,1,1,1
S,jojo,T,T,2,d,2,1,1
S,pepe,U,U,3,s,3,1,1
S,pepe,U,U,4,a,4,1,1
S,pepe,U,U,5,z,5,1,1
S,pepe,T,T,6,x,6,1,1
S,pepe,Y,Y,7,c,7,1,1
A,pepe,Y,Y,7,v,7,1,1
A,pepe,Y,Y,77,b,77,1,1
A,pepe,Y,Y,56,n,56,1,1
A,pepe,Y,Y,54,q,54,1,1
A,pepe,Y,Y,34,w,34,1,1
A,pepe,Y,Y,32,e,32,1,1
A,pepe,T,T,14,r,14,1,1
A,sergio,Y,Y,16,t,16,1,1
A,jojo,U,U,18,y,18,1,1
S,jojo,Y,Y,19,u,19,1,1
S,jojo,T,T,1,i,1,1,1
S,sergio,Y,Y,2,o,2,1,1
S,pepe,T,T,3,p,3,1,1
S,pepe,T,T,4,l,4,1,1
A,sergio,T,T,5,k,5,1,1
S,jojo,U,U,6,j,6,1,1
S,pepe,U,U,7,h,7,1,1
A,pepe,U,U,6,g,6,1,1
A,pepe,T,T,5,f,5,1,1
A,sergio,Y,Y,4,d,4,1,1
A,jojo,T,T,3,s,3,1,1
S,jojo,T,T,2,a,2,1,1
S,pepe,U,U,1,z,1,1,1
S,pepe,U,U,2,x,2,1,1
S,pepe,U,U,3,c,3,1,1
S,pepe,T,T,4,v,4,1,1
S,pepe,Y,Y,5,b,5,1,1
A,pepe,Y,Y,6,n,6,1,1
A,pepe,Y,Y,7,q,7,1,1
A,pepe,Y,Y,8,w,8,1,1
A,pepe,Y,Y,9,e,9,1,1
A,pepe,Y,Y,0,r,0,1,1
A,pepe,T,T,9,t,9,1,1
A,sergio,Y,Y,12,y,12,1,1
A,jojo,U,U,11,u,11,1,1
S,jojo,Y,Y,23,i,23,1,1
S,jojo,T,T,21,o,21,1,1
S,sergio,Y,Y,2,p,2,1,1
S,pepe,T,T,21,l,21,1,1
